id,value,category,timestamp
931,value931,category1,2023-01-02
932,value932,category2,2023-01-03
933,value933,category3,2023-01-04
934,value934,category4,2023-01-05
935,value935,category0,2023-01-06
936,value936,category1,2023-01-07
937,value937,category2,2023-01-08
938,value938,category3,2023-01-09
939,value939,category4,2023-01-10
940,value940,category0,2023-01-11
941,value941,category1,2023-01-12
942,value942,category2,2023-01-13
943,value943,category3,2023-01-14
944,value944,category4,2023-01-15
945,value945,category0,2023-01-16
946,value946,category1,2023-01-17
947,value947,category2,2023-01-18
948,value948,category3,2023-01-19
949,value949,category4,2023-01-20
950,value950,category0,2023-01-21
951,value951,category1,2023-01-22
952,value952,category2,2023-01-23
953,value953,category3,2023-01-24
954,value954,category4,2023-01-25
955,value955,category0,2023-01-26
956,value956,category1,2023-01-27
957,value957,category2,2023-01-28
958,value958,category3,2023-01-29
959,value959,category4,2023-01-30
960,value960,category0,2023-01-01
961,value961,category1,2023-01-02
962,value962,category2,2023-01-03
963,value963,category3,2023-01-04
964,value964,category4,2023-01-05
965,value965,category0,2023-01-06
966,value966,category1,2023-01-07
967,value967,category2,2023-01-08
968,value968,category3,2023-01-09
969,value969,category4,2023-01-10
970,value970,category0,2023-01-11
971,value971,category1,2023-01-12
972,value972,category2,2023-01-13
973,value973,category3,2023-01-14
974,value974,category4,2023-01-15
975,value975,category0,2023-01-16
976,value976,category1,2023-01-17
977,value977,category2,2023-01-18
978,value978,category3,2023-01-19
979,value979,category4,2023-01-20
980,value980,category0,2023-01-21
981,value981,category1,2023-01-22
982,value982,category2,2023-01-23
983,value983,category3,2023-01-24
984,value984,category4,2023-01-25
985,value985,category0,2023-01-26
986,value986,category1,2023-01-27
987,value987,category2,2023-01-28
988,value988,category3,2023-01-29
989,value989,category4,2023-01-30
990,value990,category0,2023-01-01
991,value991,category1,2023-01-02
992,value992,category2,2023-01-03
993,value993,category3,2023-01-04
994,value994,category4,2023-01-05
995,value995,category0,2023-01-06
996,value996,category1,2023-01-07
997,value997,category2,2023-01-08
998,value998,category3,2023-01-09
999,value999,category4,2023-01-10
1000,value1000,category0,2023-01-11
1001,value1001,category1,2023-01-12
1002,value1002,category2,2023-01-13
1003,value1003,category3,2023-01-14
1004,value1004,category4,2023-01-15
1005,value1005,category0,2023-01-16
1006,value1006,category1,2023-01-17
1007,value1007,category2,2023-01-18
1008,value1008,category3,2023-01-19
1009,value1009,category4,2023-01-20
1010,value1010,category0,2023-01-21
1011,value1011,category1,2023-01-22
1012,value1012,category2,2023-01-23
1013,value1013,category3,2023-01-24
1014,value1014,category4,2023-01-25
1015,value1015,category0,2023-01-26
1016,value1016,category1,2023-01-27
1017,value1017,category2,2023-01-28
1018,value1018,category3,2023-01-29
1019,value1019,category4,2023-01-30
1020,value1020,category0,2023-01-01
1021,value1021,category1,2023-01-02
1022,value1022,category2,2023-01-03
1023,value1023,category3,2023-01-04
1024,value1024,category4,2023-01-05
1025,value1025,category0,2023-01-06
1026,value1026,category1,2023-01-07
1027,value1027,category2,2023-01-08
1028,value1028,category3,2023-01-09
1029,value1029,category4,2023-01-10
1030,value1030,category0,2023-01-11
1031,value1031,category1,2023-01-12
1032,value1032,category2,2023-01-13
1033,value1033,category3,2023-01-14
1034,value1034,category4,2023-01-15
1035,value1035,category0,2023-01-16
1036,value1036,category1,2023-01-17
1037,value1037,category2,2023-01-18
1038,value1038,category3,2023-01-19
1039,value1039,category4,2023-01-20
1040,value1040,category0,2023-01-21
1041,value1041,category1,2023-01-22
1042,value1042,category2,2023-01-23
1043,value1043,category3,2023-01-24
1044,value1044,category4,2023-01-25
1045,value1045,category0,2023-01-26
1046,value1046,category1,2023-01-27
1047,value1047,category2,2023-01-28
1048,value1048,category3,2023-01-29
1049,value1049,category4,2023-01-30
1050,value1050,category0,2023-01-01
1051,value1051,category1,2023-01-02
1052,value1052,category2,2023-01-03
1053,value1053,category3,2023-01-04
1054,value1054,category4,2023-01-05
1055,value1055,category0,2023-01-06
1056,value1056,category1,2023-01-07
1057,value1057,category2,2023-01-08
1058,value1058,category3,2023-01-09
1059,value1059,category4,2023-01-10
1060,value1060,category0,2023-01-11
1061,value1061,category1,2023-01-12
1062,value1062,category2,2023-01-13
1063,value1063,category3,2023-01-14
1064,value1064,category4,2023-01-15
1065,value1065,category0,2023-01-16
1066,value1066,category1,2023-01-17
1067,value1067,category2,2023-01-18
1068,value1068,category3,2023-01-19
1069,value1069,category4,2023-01-20
1070,value1070,category0,2023-01-21
1071,value1071,category1,2023-01-22
1072,value1072,category2,2023-01-23
1073,value1073,category3,2023-01-24
1074,value1074,category4,2023-01-25
1075,value1075,category0,2023-01-26
1076,value1076,category1,2023-01-27
1077,value1077,category2,2023-01-28
1078,value1078,category3,2023-01-29
1079,value1079,category4,2023-01-30
1080,value1080,category0,2023-01-01
1081,value1081,category1,2023-01-02
1082,value1082,category2,2023-01-03
1083,value1083,category3,2023-01-04
1084,value1084,category4,2023-01-05
1085,value1085,category0,2023-01-06
1086,value1086,category1,2023-01-07
1087,value1087,category2,2023-01-08
1088,value1088,category3,2023-01-09
1089,value1089,category4,2023-01-10
1090,value1090,category0,2023-01-11
1091,value1091,category1,2023-01-12
1092,value1092,category2,2023-01-13
1093,value1093,category3,2023-01-14
1094,value1094,category4,2023-01-15
1095,value1095,category0,2023-01-16
1096,value1096,category1,2023-01-17
1097,value1097,category2,2023-01-18
1098,value1098,category3,2023-01-19
1099,value1099,category4,2023-01-20
1100,value1100,category0,2023-01-21
1101,value1101,category1,2023-01-22
1102,value1102,category2,2023-01-23
1103,value1103,category3,2023-01-24
1104,value1104,category4,2023-01-25
1105,value1105,category0,2023-01-26
1106,value1106,category1,2023-01-27
1107,value1107,category2,2023-01-28
1108,value1108,category3,2023-01-29
1109,value1109,category4,2023-01-30
1110,value1110,category0,2023-01-01
1111,value1111,category1,2023-01-02
1112,value1112,category2,2023-01-03
1113,value1113,category3,2023-01-04
1114,value1114,category4,2023-01-05
1115,value1115,category0,2023-01-06
1116,value1116,category1,2023-01-07
1117,value1117,category2,2023-01-08
1118,value1118,category3,2023-01-09
1119,value1119,category4,2023-01-10
1120,value1120,category0,2023-01-11
1121,value1121,category1,2023-01-12
1122,value1122,category2,2023-01-13
1123,value1123,category3,2023-01-14
1124,value1124,category4,2023-01-15
1125,value1125,category0,2023-01-16
1126,value1126,category1,2023-01-17
1127,value1127,category2,2023-01-18
1128,value1128,category3,2023-01-19
1129,value1129,category4,2023-01-20
1130,value1130,category0,2023-01-21
1131,value1131,category1,2023-01-22
1132,value1132,category2,2023-01-23
1133,value1133,category3,2023-01-24
1134,value1134,category4,2023-01-25
1135,value1135,category0,2023-01-26
1136,value1136,category1,2023-01-27
1137,value1137,category2,2023-01-28
1138,value1138,category3,2023-01-29
1139,value1139,category4,2023-01-30
1140,value1140,category0,2023-01-01
1141,value1141,category1,2023-01-02
1142,value1142,category2,2023-01-03
1143,value1143,category3,2023-01-04
1144,value1144,category4,2023-01-05
1145,value1145,category0,2023-01-06
1146,value1146,category1,2023-01-07
1147,value1147,category2,2023-01-08
1148,value1148,category3,2023-01-09
1149,value1149,category4,2023-01-10
1150,value1150,category0,2023-01-11
1151,value1151,category1,2023-01-12
1152,value1152,category2,2023-01-13
1153,value1153,category3,2023-01-14
1154,value1154,category4,2023-01-15
1155,value1155,category0,2023-01-16
1156,value1156,category1,2023-01-17
1157,value1157,category2,2023-01-18
1158,value1158,category3,2023-01-19
1159,value1159,category4,2023-01-20
1160,value1160,category0,2023-01-21
1161,value1161,category1,2023-01-22
1162,value1162,category2,2023-01-23
1163,value1163,category3,2023-01-24
1164,value1164,category4,2023-01-25
1165,value1165,category0,2023-01-26
1166,value1166,category1,2023-01-27
1167,value1167,category2,2023-01-28
1168,value1168,category3,2023-01-29
1169,value1169,category4,2023-01-30
1170,value1170,category0,2023-01-01
1171,value1171,category1,2023-01-02
1172,value1172,category2,2023-01-03
1173,value1173,category3,2023-01-04
1174,value1174,category4,2023-01-05
1175,value1175,category0,2023-01-06
1176,value1176,category1,2023-01-07
1177,value1177,category2,2023-01-08
1178,value1178,category3,2023-01-09
1179,value1179,category4,2023-01-10
1180,value1180,category0,2023-01-11
1181,value1181,category1,2023-01-12
1182,value1182,category2,2023-01-13
1183,value1183,category3,2023-01-14
1184,value1184,category4,2023-01-15
1185,value1185,category0,2023-01-16
1186,value1186,category1,2023-01-17
1187,value1187,category2,2023-01-18
1188,value1188,category3,2023-01-19
1189,value1189,category4,2023-01-20
1190,value1190,category0,2023-01-21
1191,value1191,category1,2023-01-22
1192,value1192,category2,2023-01-23
1193,value1193,category3,2023-01-24
1194,value1194,category4,2023-01-25
1195,value1195,category0,2023-01-26
1196,value1196,category1,2023-01-27
1197,value1197,category2,2023-01-28
1198,value1198,category3,2023-01-29
1199,value1199,category4,2023-01-30
1200,value1200,category0,2023-01-01
1201,value1201,category1,2023-01-02
1202,value1202,category2,2023-01-03
1203,value1203,category3,2023-01-04
1204,value1204,category4,2023-01-05
1205,value1205,category0,2023-01-06
1206,value1206,category1,2023-01-07
1207,value1207,category2,2023-01-08
1208,value1208,category3,2023-01-09
1209,value1209,category4,2023-01-10
1210,value1210,category0,2023-01-11
1211,value1211,category1,2023-01-12
1212,value1212,category2,2023-01-13
1213,value1213,category3,2023-01-14
1214,value1214,category4,2023-01-15
1215,value1215,category0,2023-01-16
1216,value1216,category1,2023-01-17
1217,value1217,category2,2023-01-18
1218,value1218,category3,2023-01-19
1219,value1219,category4,2023-01-20
1220,value1220,category0,2023-01-21
1221,value1221,category1,2023-01-22
1222,value1222,category2,2023-01-23
1223,value1223,category3,2023-01-24
1224,value1224,category4,2023-01-25
1225,value1225,category0,2023-01-26
1226,value1226,category1,2023-01-27
1227,value1227,category2,2023-01-28
1228,value1228,category3,2023-01-29
1229,value1229,category4,2023-01-30
1230,value1230,category0,2023-01-01
1231,value1231,category1,2023-01-02
1232,value1232,category2,2023-01-03
1233,value1233,category3,2023-01-04
1234,value1234,category4,2023-01-05
1235,value1235,category0,2023-01-06
1236,value1236,category1,2023-01-07
1237,value1237,category2,2023-01-08
1238,value1238,category3,2023-01-09
1239,value1239,category4,2023-01-10
1240,value1240,category0,2023-01-11
1241,value1241,category1,2023-01-12
1242,value1242,category2,2023-01-13
1243,value1243,category3,2023-01-14
1244,value1244,category4,2023-01-15
1245,value1245,category0,2023-01-16
1246,value1246,category1,2023-01-17
1247,value1247,category2,2023-01-18
1248,value1248,category3,2023-01-19
1249,value1249,category4,2023-01-20
1250,value1250,category0,2023-01-21
1251,value1251,category1,2023-01-22
1252,value1252,category2,2023-01-23
1253,value1253,category3,2023-01-24
1254,value1254,category4,2023-01-25
1255,value1255,category0,2023-01-26
1256,value1256,category1,2023-01-27
1257,value1257,category2,2023-01-28
1258,value1258,category3,2023-01-29
1259,value1259,category4,2023-01-30
1260,value1260,category0,2023-01-01
1261,value1261,category1,2023-01-02
1262,value1262,category2,2023-01-03
1263,value1263,category3,2023-01-04
1264,value1264,category4,2023-01-05
1265,value1265,category0,2023-01-06
1266,value1266,category1,2023-01-07
1267,value1267,category2,2023-01-08
1268,value1268,category3,2023-01-09
1269,value1269,category4,2023-01-10
1270,value1270,category0,2023-01-11
1271,value1271,category1,2023-01-12
1272,value1272,category2,2023-01-13
1273,value1273,category3,2023-01-14
1274,value1274,category4,2023-01-15
1275,value1275,category0,2023-01-16
